table id,name,phone number,Location,Emp. Group,Function,Gender ,Tenure,Tenure Grp.,Experience (YY.MM),Marital Status,Age in YY.,Hiring Source,Promoted/Non Promoted,Job Role Match,Stay/Left
800,Shiv,9876544345,Chennai,B1,Operation,Male,2.09,> 1 & < =3,3.05,Single,31.07,Direct,Promoted,No,Left
580,Papu,9876544345,Noida,B2,Sales,Female,2.01,> 1 & < =3,6.01,Marr.,28.07,Direct,Promoted,No,Stay
885,Shiv,9876544345,Chennai,B1,Operation,Male,0.07,< =1,1.07,Single,22.07,Direct,Promoted,No,Left
163,Dwane,9876544345,Noida,B1,Operation,Male,0.11,< =1,0.11,Single,26.01,Direct,Promoted,No,Left
637,Papu,9876544345,Noida,B1,Operation,Female,2.02,> 1 & < =3,6.05,Marr.,30.03,Direct,Non Promoted,No,Left
153,Dwane,9876544345,Madurai,B1,Operation,Male,0.09,< =1,11.03,Marr.,35.04,Direct,Non Promoted,Yes,Stay
618,Papu,9876544345,Noida,B0,Operation,Female,2.02,> 1 & < =3,2.02,Marr.,25.1,Direct,Promoted,No,Left
636,Papu,9876544345,Noida,B1,Support,Male,2.03,> 1 & < =3,6.05,Marr.,30.03,Direct,Non Promoted,Yes,Stay
724,Papu,9876544345,Bangalore,B1,Operation,Female,2.08,> 1 & < =3,2.08,Single,26.04,Direct,Promoted,No,Left
112,Dwane,9876544345,Bangalore,B1,Operation,Female,0.08,< =1,2.02,Marr.,25.06,Direct,Non Promoted,Yes,Stay
227,Dwane,9876544345,Chennai,B2,Operation,Female,1.0,< =1,10.0,Marr.,37.1,Direct,Non Promoted,Yes,Stay
704,Papu,9876544345,Chennai,B1,Operation,Male,2.09,> 1 & < =3,2.09,Single,24.09,Direct,Promoted,Yes,Stay
104,Dwane,9876544345,Noida,B3,Operation,Male,0.07,< =1,9.11,Marr.,35.08,Direct,Promoted,No,Stay
422,Arnab,9876544345,Bangalore,B1,Operation,Male,1.05,> 1 & < =3,5.11,Single,28.04,Direct,Promoted,No,Left
420,Arnab,9876544345,Lucknow,B2,Operation,Male,1.05,> 1 & < =3,9.02,Marr.,30.07,Direct,Promoted,No,Stay
587,Papu,9876544345,Noida,B1,Operation,Female,2.02,> 1 & < =3,2.02,Single,26.04,Direct,Non Promoted,Yes,Stay
120,Dwane,9876544345,Bangalore,B1,Operation,Male,0.08,< =1,1.09,Single,24.04,Employee Referral,Promoted,Yes,Stay
54,shruti,9876544345,Bangalore,B1,Operation,Female,0.04,< =1,0.04,Single,22.03,Direct,Non Promoted,Yes,Stay
152,Dwane,9876544345,Noida,B3,Operation,Male,0.09,< =1,11.03,Marr.,36.11,Agency,Promoted,No,Stay
404,Arnab,9876544345,Madurai,B1,Operation,Female,1.05,> 1 & < =3,1.05,Single,24.02,Direct,Promoted,No,Left
850,Shiv,9876544345,Chennai,B1,Operation,Male,2.1,> 1 & < =3,9.0,Marr.,35.05,Direct,Promoted,Yes,Stay
208,Dwane,9876544345,Hyderabad,B1,Operation,Male,1.0,< =1,1.0,NTBD,24.04,Direct,Non Promoted,Yes,Stay
760,Shiv,9876544345,Noida,B2,Sales,Female,2.08,> 1 & < =3,5.1,Single,28.04,Employee Referral,Non Promoted,No,Left
688,Papu,9876544345,Bangalore,B1,Operation,Male,2.04,> 1 & < =3,2.05,Single,25.1,Direct,Non Promoted,Yes,Stay
9,sid,9876544345,Bangalore,B2,Operation,Male,0.02,< =1,6.04,Marr.,33.05,Agency,Promoted,No,Left
729,Papu,9876544345,Bangalore,B2,Operation,Male,2.06,> 1 & < =3,9.01,Marr.,33.04,Agency,Promoted,No,Stay
37,shruti,9876544345,Noida,B2,Operation,Male,0.04,< =1,6.1,Single,32.04,Direct,Non Promoted,Yes,Left
453,Arnab,9876544345,Bangalore,B2,Operation,Male,1.07,> 1 & < =3,8.07,Marr.,30.11,Direct,Promoted,No,Stay
254,Arnab,9876544345,Hyderabad,B3,Operation,Male,1.0,< =1,12.02,Marr.,38.11,Agency,Non Promoted,No,Left
304,Arnab,9876544345,Noida,B1,Sales,Female,1.02,> 1 & < =3,1.07,Single,25.03,Direct,Non Promoted,Yes,Stay
674,Papu,9876544345,Chennai,B1,Operation,Female,2.04,> 1 & < =3,2.04,Single,24.02,Direct,Promoted,Yes,Stay
572,Papu,9876544345,Noida,B2,Operation,Female,2.01,> 1 & < =3,6.01,Single,29.1,Employee Referral,Promoted,Yes,Stay
624,Papu,9876544345,Noida,B1,Operation,Male,2.02,> 1 & < =3,4.03,Marr.,26.07,Employee Referral,Non Promoted,Yes,Stay
753,Papu,9876544345,Bangalore,B1,Operation,Male,2.08,> 1 & < =3,2.08,Single,26.06,Direct,Promoted,Yes,Stay
652,Papu,9876544345,Madurai,B1,Operation,Female,2.04,> 1 & < =3,3.11,Single,28.1,Direct,Non Promoted,Yes,Stay
263,Arnab,9876544345,Hyderabad,B1,Operation,Male,1.0,< =1,5.0,Single,27.02,Agency,Non Promoted,No,Left
611,Papu,9876544345,Chennai,B1,Operation,Male,2.03,> 1 & < =3,2.03,Single,24.12,Direct,Promoted,Yes,Stay
298,Arnab,9876544345,Noida,B2,Operation,Male,1.02,> 1 & < =3,7.02,Single,29.02,Direct,Promoted,No,Left
415,Arnab,9876544345,Noida,B1,Operation,Female,1.05,> 1 & < =3,3.08,Single,30.1,Direct,Promoted,No,Left
151,Dwane,9876544345,Chennai,B2,Operation,Male,0.09,< =1,8.11,Marr.,38.06,Direct,Non Promoted,Yes,Stay
712,Papu,9876544345,Chennai,B1,Operation,Male,2.06,> 1 & < =3,2.06,Single,26.04,Direct,Non Promoted,No,Left
799,Shiv,9876544345,Chennai,B1,Operation,Male,2.1,> 1 & < =3,3.0,Single,27.05,Direct,Promoted,No,Left
551,Arnab,9876544345,Noida,B1,Operation,Male,2.0,> 1 & < =3,2.0,Single,25.1,Direct,Promoted,No,Left
489,Arnab,9876544345,Pune,B1,Operation,Female,1.08,> 1 & < =3,2.08,Single,25.11,Direct,Promoted,No,Left
148,Dwane,9876544345,Chennai,B2,Operation,Female,0.09,< =1,6.01,Marr.,30.08,Direct,Non Promoted,Yes,Stay
147,Dwane,9876544345,Bangalore,B2,Operation,Male,1.03,> 1 & < =3,2.11,Single,30.1,Direct,Non Promoted,No,Left
653,Papu,9876544345,Hyderabad,B2,Operation,Female,2.03,> 1 & < =3,9.0,Marr.,35.02,Direct,Non Promoted,Yes,Stay
836,Shiv,9876544345,Noida,B1,Operation,Male,2.11,> 1 & < =3,2.11,Single,26.07,Direct,Non Promoted,No,Left
668,Papu,9876544345,Hyderabad,B2,Operation,Male,2.04,> 1 & < =3,8.11,Marr.,30.07,Direct,Promoted,No,Stay
349,Arnab,9876544345,Hyderabad,B2,Operation,Female,1.04,> 1 & < =3,12.1,Single,40.02,Direct,Non Promoted,Yes,Stay
464,Arnab,9876544345,Madurai,B1,Operation,Male,1.07,> 1 & < =3,6.02,Marr.,28.09,Direct,Non Promoted,No,Stay
326,Arnab,9876544345,Noida,B1,Operation,Female,1.03,> 1 & < =3,1.03,Single,23.0,Direct,Non Promoted,No,Left
187,Dwane,9876544345,Pune,B1,Operation,Female,0.11,< =1,5.07,Marr.,29.06,Agency,Non Promoted,Yes,Stay
124,Dwane,9876544345,Noida,B3,Operation,Male,0.08,< =1,9.09,Marr.,34.04,Employee Referral,Promoted,Yes,Stay
767,Shiv,9876544345,Bangalore,B2,Operation,Male,2.08,> 1 & < =3,8.0,Marr.,31.09,Agency,Non Promoted,Yes,Stay
609,Papu,9876544345,Chennai,B1,Operation,Male,2.03,> 1 & < =3,2.03,Marr.,26.03,Direct,Non Promoted,No,Left
144,Dwane,9876544345,Hyderabad,B1,Operation,Male,0.09,< =1,5.09,Single,35.06,Agency,Non Promoted,No,Left
862,Shiv,9876544345,Chennai,B2,Operation,Male,3.0,> 1 & < =3,8.0,Marr.,32.03,Agency,Promoted,No,Stay
198,Dwane,9876544345,Noida,B1,Support,Female,0.1,< =1,3.06,Marr.,27.07,Direct,Non Promoted,No,Left
610,Papu,9876544345,Chennai,B1,Operation,Male,2.03,> 1 & < =3,2.03,Single,24.04,Direct,Promoted,Yes,Stay
280,Arnab,9876544345,Madurai,B1,Operation,Male,1.01,> 1 & < =3,5.06,Marr.,29.01,Direct,Promoted,Yes,Stay
294,Arnab,9876544345,Hyderabad,B1,Operation,Male,1.02,> 1 & < =3,5.07,Single,28.04,Direct,Promoted,Yes,Stay
401,Arnab,9876544345,Pune,B1,Operation,Male,1.05,> 1 & < =3,6.04,Single,29.09,Direct,Promoted,Yes,Stay
123,Dwane,9876544345,Bangalore,B1,Operation,Female,0.08,< =1,5.05,Single,29.09,Direct,Promoted,No,Left
184,Dwane,9876544345,Chennai,B2,Operation,Male,0.1,< =1,12.08,Marr.,38.0,Employee Referral,Non Promoted,Yes,Stay
203,Dwane,9876544345,Bangalore,B1,Operation,Male,0.11,< =1,4.11,Single,28.0,Direct,Promoted,No,Left
439,Arnab,9876544345,Madurai,B2,Operation,Male,1.06,> 1 & < =3,7.09,Marr.,33.08,Direct,Promoted,Yes,Stay
247,Dwane,9876544345,Noida,B1,Operation,Male,1.0,< =1,1.09,Single,26.09,Direct,Non Promoted,Yes,Stay
416,Arnab,9876544345,Bangalore,B2,Operation,Female,1.05,> 1 & < =3,6.05,Single,27.03,Direct,Non Promoted,No,Left
798,Shiv,9876544345,Noida,B3,Operation,Male,2.09,> 1 & < =3,8.09,Single,34.03,Direct,Non Promoted,Yes,Stay
130,Dwane,9876544345,Chennai,B2,Operation,Male,0.08,< =1,10.09,Marr.,36.0,Direct,Non Promoted,Yes,Stay
638,Papu,9876544345,Lucknow,B2,Operation,Male,2.03,> 1 & < =3,6.11,Marr.,29.06,Employee Referral,Non Promoted,Yes,Stay
403,Arnab,9876544345,Pune,B1,Operation,Male,1.05,> 1 & < =3,5.0,Marr.,29.02,Direct,Non Promoted,Yes,Stay
708,Papu,9876544345,Noida,B2,Operation,Male,2.05,> 1 & < =3,9.05,Marr.,36.11,Direct,Non Promoted,Yes,Stay
696,Papu,9876544345,Chennai,B2,Operation,Male,2.06,> 1 & < =3,5.06,Marr.,32.04,Employee Referral,Non Promoted,No,Left
820,Shiv,9876544345,Chennai,B1,Operation,Female,2.1,> 1 & < =3,4.1,Single,26.06,Agency,Non Promoted,No,Left
220,Dwane,9876544345,Noida,B1,Support,Male,0.11,< =1,3.01,Single,27.11,Direct,Promoted,Yes,Stay
642,Papu,9876544345,Noida,B2,Operation,Male,2.02,> 1 & < =3,5.1,Single,34.07,Direct,Non Promoted,Yes,Left
822,Shiv,9876544345,Bangalore,B3,Operation,Male,2.1,> 1 & < =3,9.04,Marr.,36.08,Agency,Non Promoted,No,Left
679,Papu,9876544345,Noida,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,27.07,Direct,Non Promoted,Yes,Stay
825,Shiv,9876544345,Noida,B3,Operation,Male,2.1,> 1 & < =3,9.1,Single,33.02,Agency,Non Promoted,No,Left
625,Papu,9876544345,Chennai,B1,Operation,Female,2.02,> 1 & < =3,4.09,Single,27.06,Direct,Promoted,Yes,Stay
755,Papu,9876544345,Chennai,B1,Operation,Male,2.09,> 1 & < =3,2.09,Single,26.07,Direct,Non Promoted,Yes,Stay
856,Shiv,9876544345,Chennai,B1,Operation,Male,2.11,> 1 & < =3,5.07,Single,28.07,Direct,Promoted,No,Left
387,Arnab,9876544345,Hyderabad,B1,Operation,Male,1.05,> 1 & < =3,5.1,Marr.,28.02,Direct,Non Promoted,Yes,Left
875,Shiv,9876544345,Pune,B1,Operation,Male,3.0,> 1 & < =3,5.02,Marr.,29.06,Agency,Promoted,No,Stay
510,Arnab,9876544345,Chennai,B1,Operation,Female,1.1,> 1 & < =3,1.1,Single,23.06,Direct,Promoted,No,Left
268,Arnab,9876544345,Bangalore,B2,Operation,Male,1.01,> 1 & < =3,6.05,Marr.,29.09,Direct,Non Promoted,Yes,Stay
740,Papu,9876544345,Noida,B1,Support,Female,2.07,> 1 & < =3,5.09,Single,28.03,Direct,Promoted,Yes,Stay
442,Arnab,9876544345,Chennai,B1,Operation,Male,1.06,> 1 & < =3,4.1,Single,28.07,Direct,Non Promoted,Yes,Stay
497,Arnab,9876544345,Bangalore,B1,Operation,Female,1.09,> 1 & < =3,2.1,Single,25.02,Direct,Non Promoted,Yes,Stay
113,Dwane,9876544345,Noida,B1,Operation,Male,0.08,< =1,4.08,Single,27.1,Direct,Promoted,No,Left
233,Dwane,9876544345,Bangalore,B1,Operation,Male,1.0,< =1,3.06,Single,29.05,Agency,Promoted,No,Left
858,Shiv,9876544345,Noida,B2,Operation,Male,2.11,> 1 & < =3,11.03,Marr.,35.11,Direct,Promoted,No,Stay
608,Papu,9876544345,Chennai,B1,Operation,Male,2.03,> 1 & < =3,2.03,Single,24.06,Direct,Promoted,No,Left
672,Papu,9876544345,Chennai,B2,Operation,Female,2.05,> 1 & < =3,7.05,Marr.,33.03,Direct,Promoted,Yes,Stay
374,Arnab,9876544345,Chennai,B2,Operation,Male,1.04,> 1 & < =3,8.0,Marr.,35.07,Agency,Promoted,Yes,Stay
884,Shiv,9876544345,Noida,B2,Support,Female,0.06,< =1,5.06,Marr.,29.03,Employee Referral,Non Promoted,Yes,Stay
759,Papu,9876544345,Noida,B1,Operation,Male,2.08,> 1 & < =3,2.08,Single,28.09,Direct,Non Promoted,No,Left
234,Dwane,9876544345,Pune,B2,Operation,Female,1.0,< =1,6.02,Marr.,29.05,Direct,Non Promoted,Yes,Stay
709,Papu,9876544345,Chennai,B1,Operation,Male,2.05,> 1 & < =3,4.1,Single,26.08,Agency,Non Promoted,Yes,Stay
677,Papu,9876544345,Bangalore,B1,Operation,Male,2.05,> 1 & < =3,4.1,Single,29.07,Direct,Promoted,No,Left
318,Arnab,9876544345,Noida,B2,Operation,Male,1.03,> 1 & < =3,7.07,Marr.,35.05,Agency,Non Promoted,Yes,Stay
649,Papu,9876544345,Chennai,B2,Operation,Male,2.03,> 1 & < =3,7.05,Marr.,31.03,Direct,Promoted,Yes,Stay
411,Arnab,9876544345,Noida,B7,Support,Male,1.05,> 1 & < =3,21.06,Marr.,45.05,Direct,Promoted,Yes,Stay
808,Shiv,9876544345,Chennai,B1,Operation,Female,2.09,> 1 & < =3,2.09,Marr.,24.08,Direct,Promoted,No,Left
359,Arnab,9876544345,Chennai,B2,Operation,Male,1.04,> 1 & < =3,8.04,Marr.,32.05,Direct,Promoted,No,Stay
259,Arnab,9876544345,Bangalore,B2,Operation,Male,1.0,< =1,6.09,Single,30.02,Direct,Promoted,Yes,Stay
628,Papu,9876544345,Chennai,B1,Operation,Male,2.03,> 1 & < =3,2.03,Single,25.1,Direct,Non Promoted,Yes,Stay
633,Papu,9876544345,Chennai,B1,Operation,Male,2.03,> 1 & < =3,2.03,Single,24.09,Direct,Promoted,No,Left
283,Arnab,9876544345,Gurgaon,B1,Operation,Male,1.01,> 1 & < =3,3.07,Single,25.06,Direct,Non Promoted,Yes,Stay
377,Arnab,9876544345,Chennai,B2,Operation,Male,1.04,> 1 & < =3,5.04,Marr.,31.1,Direct,Promoted,No,Left
385,Arnab,9876544345,Madurai,B1,Operation,Male,1.05,> 1 & < =3,5.07,Marr.,27.07,Direct,Promoted,No,Left
225,Dwane,9876544345,Noida,B1,Operation,Male,1.0,< =1,2.08,Single,26.0,Agency,Non Promoted,No,Left
866,Shiv,9876544345,Noida,B2,Operation,Male,3.0,> 1 & < =3,8.07,Marr.,34.07,Agency,Non Promoted,Yes,Stay
735,Papu,9876544345,Bangalore,B2,Operation,Male,2.06,> 1 & < =3,8.08,Marr.,31.07,Agency,Non Promoted,No,Left
473,Arnab,9876544345,Chennai,B1,Operation,Female,1.07,> 1 & < =3,1.07,Marr.,25.03,Direct,Non Promoted,Yes,Stay
348,Arnab,9876544345,Chennai,B1,Operation,Female,1.03,> 1 & < =3,5.03,Single,27.07,Direct,Promoted,No,Stay
506,Arnab,9876544345,Noida,B1,Operation,Male,1.09,> 1 & < =3,7.11,Marr.,35.04,Direct,Promoted,Yes,Stay
640,Papu,9876544345,Chennai,B2,Operation,Male,2.02,> 1 & < =3,6.04,Marr.,29.04,Direct,Non Promoted,No,Left
890,Rahul,9876544345,Noida,B1,Operation,Male,1.08,> 1 & < =3,4.02,Single,27.01,Direct,Promoted,No,Left
834,Shiv,9876544345,Chennai,B1,Operation,Male,2.11,> 1 & < =3,2.11,Single,26.1,Direct,Non Promoted,Yes,Stay
813,Shiv,9876544345,Lucknow,B1,Operation,Female,2.1,> 1 & < =3,2.1,Marr.,29.11,Direct,Non Promoted,Yes,Stay
620,Papu,9876544345,Chennai,B0,Operation,Female,2.02,> 1 & < =3,2.02,Marr.,27.09,Direct,Non Promoted,Yes,Stay
769,Shiv,9876544345,Bangalore,B2,Operation,Male,2.08,> 1 & < =3,4.08,Single,31.01,Employee Referral,Non Promoted,Yes,Stay
646,Papu,9876544345,Chennai,B1,Operation,Female,2.03,> 1 & < =3,4.07,Single,27.04,Direct,Non Promoted,Yes,Stay
762,Shiv,9876544345,Noida,B1,Operation,Male,2.08,> 1 & < =3,6.04,Single,29.05,Direct,Non Promoted,Yes,Stay
557,Arnab,9876544345,Noida,B2,Operation,Male,2.0,> 1 & < =3,8.03,Marr.,32.11,Direct,Non Promoted,Yes,Stay
900,Rahul,9876544345,Vijayawada,B1,Operation,Female,0.03,< =1,0.03,Single,22.01,Direct,Non Promoted,,Left
578,Papu,9876544345,Bangalore,B2,Operation,Male,2.01,> 1 & < =3,24.01,Marr.,52.06,Direct,Non Promoted,Yes,Stay
86,shruti,9876544345,Hyderabad,B1,Operation,Female,0.07,< =1,,NTBD,24.03,Direct,Promoted,Yes,Stay
243,Dwane,9876544345,Hyderabad,B2,Operation,Male,1.0,< =1,5.08,Marr.,32.02,Direct,Non Promoted,Yes,Stay
699,Papu,9876544345,Chennai,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,26.03,Direct,Non Promoted,Yes,Stay
160,Dwane,9876544345,Pune,B1,Operation,Male,0.1,< =1,4.04,Marr.,26.12,Direct,Promoted,Yes,Stay
525,Arnab,9876544345,Chennai,B3,Operation,Male,1.1,> 1 & < =3,9.1,Single,32.07,Direct,Promoted,Yes,Stay
36,shruti,9876544345,Noida,B3,Operation,Male,0.03,< =1,9.07,Marr.,36.04,Direct,Promoted,No,Left
541,Arnab,9876544345,Noida,B1,Operation,Female,2.0,> 1 & < =3,2.0,Single,27.03,Direct,Promoted,Yes,Stay
171,Dwane,9876544345,Chennai,B2,Operation,Female,0.1,< =1,9.05,Single,36.07,Agency,Non Promoted,No,Left
655,Papu,9876544345,Chennai,B1,Operation,Female,2.04,> 1 & < =3,2.04,Single,24.06,Direct,Non Promoted,Yes,Stay
771,Shiv,9876544345,Bangalore,B1,Operation,Female,2.08,> 1 & < =3,2.08,Marr.,27.09,Direct,Non Promoted,No,Left
763,Shiv,9876544345,Chennai,B1,Operation,Male,2.07,> 1 & < =3,5.03,Single,28.07,Agency,Non Promoted,Yes,Left
849,Shiv,9876544345,Hyderabad,B1,Operation,Male,2.11,> 1 & < =3,3.07,Single,31.07,Direct,Non Promoted,Yes,Stay
734,Papu,9876544345,Hyderabad,B2,Operation,Male,2.07,> 1 & < =3,11.07,Marr.,39.07,Employee Referral,Non Promoted,Yes,Stay
96,Dwane,9876544345,Noida,B2,Operation,Male,0.07,< =1,5.01,Single,25.09,Direct,Promoted,No,Left
564,Papu,9876544345,Chennai,B2,Operation,Female,2.0,> 1 & < =3,9.05,Single,35.02,Employee Referral,Non Promoted,No,Stay
241,Dwane,9876544345,Noida,B1,Operation,Female,1.0,< =1,2.05,Single,27.0,Agency,Non Promoted,No,Left
575,Papu,9876544345,Bangalore,B1,Operation,Male,2.01,> 1 & < =3,2.08,Single,25.07,Direct,Promoted,No,Left
691,Papu,9876544345,Madurai,B2,Operation,Male,2.05,> 1 & < =3,9.05,Marr.,31.07,Direct,Non Promoted,Yes,Stay
461,Arnab,9876544345,Noida,B2,Operation,Male,1.06,> 1 & < =3,9.01,Marr.,32.06,Direct,Non Promoted,Yes,Stay
554,Arnab,9876544345,Hyderabad,B1,Operation,Male,2.02,> 1 & < =3,2.02,Single,24.07,Direct,Promoted,No,Left
789,Shiv,9876544345,Chennai,B2,Operation,Female,2.09,> 1 & < =3,4.01,Marr.,30.06,Employee Referral,Promoted,Yes,Stay
207,Dwane,9876544345,Chennai,B2,Operation,Male,0.11,< =1,5.04,Marr.,30.06,Direct,Non Promoted,No,Stay
393,Arnab,9876544345,Chennai,B1,Operation,Female,1.05,> 1 & < =3,3.11,Single,25.09,Direct,Non Promoted,Yes,Stay
398,Arnab,9876544345,Chennai,B4,Operation,Male,1.05,> 1 & < =3,18.05,Marr.,47.09,Direct,Promoted,No,Stay
795,Shiv,9876544345,Noida,B2,Operation,Male,2.09,> 1 & < =3,4.09,Single,31.0,Employee Referral,Non Promoted,Yes,Stay
218,Dwane,9876544345,Bangalore,B4,Operation,Male,0.11,< =1,15.11,Marr.,41.02,Employee Referral,Non Promoted,Yes,Stay
5,sid,9876544345,Lucknow,B2,Operation,Male,0.0,< =1,7.0,Marr.,32.05,Direct,Non Promoted,Yes,Stay
643,Papu,9876544345,Chennai,B1,Operation,Male,2.03,> 1 & < =3,6.05,Marr.,27.06,Direct,Non Promoted,No,Stay
807,Shiv,9876544345,Bangalore,B2,Operation,Male,2.1,> 1 & < =3,7.1,Single,29.1,Direct,Non Promoted,Yes,Stay
613,Papu,9876544345,Bangalore,B1,Operation,Male,2.03,> 1 & < =3,2.03,Marr.,29.09,Direct,Non Promoted,Yes,Stay
739,Papu,9876544345,Pune,B2,Operation,Male,2.07,> 1 & < =3,11.07,Marr.,35.04,Agency,Promoted,No,Left
547,Arnab,9876544345,Pune,B1,Operation,Male,1.11,> 1 & < =3,3.05,Single,25.05,Employee Referral,Non Promoted,Yes,Stay
726,Papu,9876544345,Noida,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,27.03,Direct,Promoted,No,Left
684,Papu,9876544345,Noida,B1,Operation,Female,2.04,> 1 & < =3,2.04,Single,24.01,Direct,Promoted,Yes,Stay
99,Dwane,9876544345,Noida,B2,Operation,Male,0.07,< =1,5.01,Single,28.06,Employee Referral,Non Promoted,Yes,Stay
728,Papu,9876544345,Bangalore,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,25.09,Direct,Promoted,Yes,Stay
574,Papu,9876544345,Bangalore,B2,Operation,Male,2.01,> 1 & < =3,7.03,Single,31.07,Agency,Promoted,Yes,Stay
407,Arnab,9876544345,Hyderabad,B1,Operation,Male,1.05,> 1 & < =3,3.0,Single,25.09,Direct,Non Promoted,Yes,Stay
503,Arnab,9876544345,Chennai,B1,Operation,Male,1.09,> 1 & < =3,5.11,Single,29.08,Direct,Promoted,No,Left
48,shruti,9876544345,Noida,B1,Operation,Male,0.04,< =1,0.1,Single,23.06,Direct,Non Promoted,No,Left
33,shruti,9876544345,Chennai,B2,Operation,Female,0.04,< =1,6.1,Marr.,32.04,Agency,Non Promoted,No,Stay
201,Dwane,9876544345,Noida,B2,Support,Female,0.11,< =1,7.04,Marr.,30.02,Direct,Non Promoted,Yes,Stay
135,Dwane,9876544345,Nagpur,B1,Operation,Female,0.08,< =1,0.09,Marr.,30.01,Direct,Non Promoted,No,Stay
28,shruti,9876544345,Bangalore,B2,Operation,Male,0.03,< =1,8.03,Marr.,35.07,Direct,Promoted,No,Stay
791,Shiv,9876544345,Chennai,B3,Operation,Male,2.09,> 1 & < =3,12.1,Marr.,40.07,Direct,Non Promoted,No,Left
231,Dwane,9876544345,Pune,B3,Operation,Male,1.0,< =1,15.0,Marr.,38.09,Direct,Non Promoted,Yes,Left
490,Arnab,9876544345,Noida,B1,Operation,Male,1.08,> 1 & < =3,3.08,Single,26.1,Direct,Non Promoted,Yes,Stay
773,Shiv,9876544345,Chennai,B1,Operation,Female,2.1,> 1 & < =3,2.1,Single,24.08,Direct,Non Promoted,No,Left
379,Arnab,9876544345,Bangalore,B1,Operation,Male,1.04,> 1 & < =3,6.0,Single,28.11,Direct,Promoted,No,Left
289,Arnab,9876544345,Chennai,B1,Operation,Female,1.02,> 1 & < =3,2.02,Single,24.06,Direct,Non Promoted,Yes,Stay
419,Arnab,9876544345,Noida,B2,Operation,Male,1.05,> 1 & < =3,6.05,Single,29.01,Agency,Non Promoted,Yes,Stay
675,Papu,9876544345,Chennai,B1,Operation,Female,2.04,> 1 & < =3,2.04,Single,24.02,Direct,Promoted,No,Left
392,Arnab,9876544345,Noida,B1,Operation,Female,1.05,> 1 & < =3,2.04,Single,24.05,Direct,Promoted,No,Left
593,Papu,9876544345,Chennai,B1,Operation,Male,2.01,> 1 & < =3,2.08,Single,24.05,Direct,Non Promoted,Yes,Stay
499,Arnab,9876544345,Noida,B2,Operation,Male,1.09,> 1 & < =3,8.02,Marr.,33.08,Direct,Promoted,Yes,Stay
139,Dwane,9876544345,Chennai,B3,Operation,Male,0.09,< =1,12.09,Marr.,35.12,Direct,Non Promoted,Yes,Stay
63,shruti,9876544345,Pune,B2,Operation,Female,0.06,< =1,8.06,Marr.,31.02,Direct,Promoted,No,Stay
472,Arnab,9876544345,Chennai,B1,Operation,Female,1.08,> 1 & < =3,5.0,Marr.,26.07,Direct,Promoted,No,Stay
648,Papu,9876544345,Bangalore,B1,Operation,Male,2.03,> 1 & < =3,5.03,Single,28.1,Employee Referral,Promoted,No,Left
129,Dwane,9876544345,Chennai,B2,Operation,Male,0.09,< =1,5.05,Marr.,29.02,Employee Referral,Promoted,Yes,Stay
879,Shiv,9876544345,Noida,B1,Operation,Male,3.0,> 1 & < =3,4.02,Single,27.04,Direct,Promoted,Yes,Stay
521,Arnab,9876544345,Bangalore,B2,Operation,Male,1.1,> 1 & < =3,6.0,Single,26.06,Direct,Promoted,No,Stay
65,shruti,9876544345,Pune,B1,Operation,Female,0.05,< =1,3.04,Single,28.06,Direct,Non Promoted,Yes,Stay
15,sid,9876544345,Madurai,B3,Operation,Male,0.02,< =1,11.02,Marr.,39.07,Direct,Promoted,No,Stay
157,Dwane,9876544345,Bangalore,B1,Operation,Female,0.09,< =1,2.0,Single,24.02,Agency,Promoted,Yes,Stay
41,shruti,9876544345,Bangalore,B3,Operation,Male,0.04,< =1,15.04,Marr.,43.0,Direct,Promoted,Yes,Stay
493,Arnab,9876544345,Noida,B1,Operation,Female,1.08,> 1 & < =3,1.09,Single,24.05,Direct,Promoted,No,Left
380,Arnab,9876544345,Noida,B1,Operation,Female,1.05,> 1 & < =3,4.05,Single,27.08,Direct,Promoted,No,Stay
188,Dwane,9876544345,Noida,B2,Operation,Male,0.1,< =1,3.0,Single,26.05,Direct,Promoted,No,Left
764,Shiv,9876544345,Noida,B1,Support,Male,2.08,> 1 & < =3,4.1,Single,27.09,Employee Referral,Non Promoted,Yes,Stay
217,Dwane,9876544345,Pune,B1,Operation,Male,1.0,< =1,4.0,Single,25.05,Direct,Non Promoted,Yes,Stay
792,Shiv,9876544345,Chennai,B2,Operation,Male,2.09,> 1 & < =3,6.02,Marr.,31.06,Agency,Non Promoted,Yes,Stay
53,shruti,9876544345,Noida,B1,Operation,Male,0.05,< =1,1.02,Single,23.08,Agency,Non Promoted,Yes,Stay
338,Arnab,9876544345,Hyderabad,B2,Operation,Female,1.03,> 1 & < =3,7.06,Marr.,37.06,Direct,Promoted,No,Stay
749,Papu,9876544345,Chennai,B1,Operation,Female,2.07,> 1 & < =3,6.1,Single,30.05,Direct,Promoted,No,Left
720,Papu,9876544345,Noida,B3,Operation,Male,2.06,> 1 & < =3,12.06,Single,33.05,Employee Referral,Non Promoted,Yes,Stay
725,Papu,9876544345,Noida,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,26.08,Direct,Promoted,No,Left
